,count,title,poster,release_date,over_view
89,89,"안녕, 잭! 친절함을 배워보아요",/t/p/w94_and_h141_bestv2/uAkaakld1hIpGvwegyNfYzS3yk0.jpg,"11월  4, 2021","잭은 모두를 친절함과 유머로 반기는 클로버 그로브 마을의 가장 배려심 깊은 주민 중 한 사람이다. 그의 공감 능력, 창조력, 상상력은 마을 사람 모두에게 전해져 같은 능력을 발휘하게 한다."
90,90,링컨의 딜레마,/t/p/w94_and_h141_bestv2/d2SlpNduCz8Kxh6Z84Ws899KTlZ.jpg,"2월 17, 2022",이전에 본 적 없는 에이브러햄 링컨의 일면을 발견한다. 이 4부작 다큐멘터리는 다양한 역사학자 패널의 인터뷰와 희귀한 기록들을 바탕으로 '위대한 해방자'라고 불리는 이 남자를 미묘하게 다른 시각으로 들여다본다.
91,91,넥스트 컨트리 슈퍼스타,/t/p/w94_and_h141_bestv2/6rlq00mq8MTT4ZO18kvro3GWYyH.jpg,"3월 23, 2023","리스 위더스푼과 케이시 머스그레이브스가 지미 앨런, 미키 가이턴, 오빌 펙과 함께 새로운 경쟁 시리즈에서 전 세계를 뒤지며 다음 컨트리 음악 슈퍼스타를 발굴한다."
92,92,앰버 브라운,/t/p/w94_and_h141_bestv2/3dqhmls4SXbSyRx2wH45CWUx7d1.jpg,"7월 28, 2022","앰버 브라운은 부모님의 이혼과 절친의 이사로 힘겨운 시간을 보내고 있지만, 그림 그리기와 영상 일기, 그리고 새로운 친구 브랜디를 통해 자신의 감정을 표출하며 그녀를 둘러싼 사랑에 감사하게 된다."
93,93,운명을 읽는 기계,/t/p/w94_and_h141_bestv2/w9iG3waL71PGlabP8kZe5Io6Igj.jpg,"3월 28, 2023","모두의 진정한 운명을 알려 준다는 비밀스러운 기계가 나타난 후 작은 마을이 완전히 변한다. 미국의 한 마을에 2달러만 주면 인생의 잠재력을 알려주는 기계가 등장한다. 마을 주민들은 자신의 미래를 알게 되고, 자신의 주변 사람과 물질적인 것들을 맞바꾸기 시작한다. 곧 주민들은 더 나은 미래를 좇겠다는 명목으로 직업을 바꾸고 관계를 돌아보고 오랫동안 지켜 왔던 믿음에 의문을 품는다."
94,94,"코트 위의 매직, 매직 존슨",/t/p/w94_and_h141_bestv2/aJKpiQYPiCfmsiwVKAMBcF65puR.jpg,"4월 22, 2022","맨주먹으로 드림 팀을 거쳐 거물 사업가가 된 어빈 ‘매직’ 존슨은 시대의 아이콘이다. 오바마 대통령, 래리 버드, 팻 라일리 등의 인터뷰를 바탕으로 이 다큐멘터리 시리즈는 한 전설적인 농구선수의 삶과 인생을 다룬다."
95,95,아기 부엉이 에바의 일기,/t/p/w94_and_h141_bestv2/gDHb4gLe7FrBSIAbhFcNr5luSRi.jpg,"3월 30, 2023","꼭대기 마을의 부엉이 에바가 여러 가지 신나는 경험을 합니다. 밤마다 새로운 것을 배우고, 일기를 쓰며 되새기며, 어디든 도움의 날개를 내밉니다. 베스트셀러 시리즈인 '아울 다이어리'가 원작입니다."
96,96,더 빅 콘: 희대의 대정부 사기극,/t/p/w94_and_h141_bestv2/kscD2rbZ3bfriGSylsclRHayDXF.jpg,"5월  5, 2022",에릭 C. 콘은 켄터키 동부의 잘나가는 변호사였다. 하지만 내부 고발자 두 명이 그가 5억 달러 규모가 넘는 미국 역사상 가장 큰 사기극의 중심에 있다는 사실을 알게 된다. 그리고 이것은 시작에 불과했다.
97,97,엘라 2.0,/t/p/w94_and_h141_bestv2/A0Nuu9G2p5oQgwRDAPBl7pQOoyp.jpg,"9월  1, 2022",인생을 바꿀 만한 경험을 한 13살 엘라는 매일 즐기며 살려고 한다. 엘라는 모든 순간을 감사히 여기는 법을 배우며 한때 자신의 본질과도 같았던 두려움을 극복하기 위해 마주하고 다른 이들도 똑같이 하게 격려한다.
98,98,1971: 음악이 모든 것을 바꾼 해,/t/p/w94_and_h141_bestv2/tmq56JYUMh5xik1FHMgtbhjwHOP.jpg,"5월 21, 2021","혼돈의 시기이자 정치 및 문화적 격변의 해였던 1971년은 음악의 혁신과 재탄생을 불러왔다. 스타들은 전례 없는 성공을 거두었고, 음악 씬에는 뛰어난 신인 뮤지션들이 쏟아져 나왔으며, 아티스트들은 과감한 시도로 음악의 새로운 지평을 열었다"
99,100,짐 헨슨의 프래글 록: 신나게 즐기기!,/t/p/w94_and_h141_bestv2/vIRbAm9oZTCUpKUIGo9yc5SO15B.jpg,"4월 21, 2020",정보 없음
100,101,Slumberkins,/t/p/w94_and_h141_bestv2/u2IiG2DF5KGrXnpKXtZKAuRbTRA.jpg,"11월  3, 2022",정보 없음
101,102,오프라가 만난 사람들,/t/p/w94_and_h141_bestv2/fGfbY5RcLG9HyXp3zx7AsT0XDvU.jpg,"7월 30, 2020","화제의 인물, 현시대의 리더, 다양한 분야의 전문가를 오프라 윈프리가 만나 다양하고 흥미로운 주제를 폭넓은 시각으로 들여다본다."
102,103,당신이 보지 못하는 나,/t/p/w94_and_h141_bestv2/83wJDGF2De7RUqsKDysG8Y079s6.jpg,"5월 21, 2021","오프라 윈프리와 해리 왕자가 함께 정신 건강에 대한 정직한 토론의 장을 엽니다. 이 시리즈는 전 세계의 빛나는 이야기를 다루며 진실, 이해 및 미래에 대한 새로운 희망을 찾을 수있는 기회를 만들어줍니다."
103,105,마크 론슨과 들여다보는 사운드의 세계,/t/p/w94_and_h141_bestv2/c0NQaUUUhmyjdehwElvFg8ERRS5.jpg,"7월 30, 2021","마크 론슨이 과학 기술과 음악적 혁신이 교차하는 지점을 자세히 살펴본다. 폴 매카트니, DJ 프리미어, 찰리 XCX, 데이브 그롤, 퀘스트러브 등 론슨의 우상과 동료 유명 작곡가들이 그의 여정에 함께 했다"
104,106,오프라의 북클럽,/t/p/w94_and_h141_bestv2/j4VexJpHR0k4SpvtD4asz72z2L2.jpg,"11월  1, 2019",오프라 윈프리가 책과 그 주제에 대해 이야기 나누는 북 토크쇼
105,107,러블리 리틀 팜,/t/p/w94_and_h141_bestv2/tCPIqfjuf7Obf4IoWKlg2uE3yCn.jpg,"6월 10, 2022","라벤더가 가득한 들판에 자리 잡은 사랑스러운 농장은 말하는 동물이 사는 특별한 농장이다. 어린 나이에 농부가 되는 건 쉬운 일이 아니지만, 질과 재키는 동물들을 아끼고 보살피며 멋진 농부가 되기 위해 노력하고, 두 사람은 모험을 통해 매일 성장한다."
106,108,더 라인,/t/p/w94_and_h141_bestv2/19zcXGcV5qHGA8Z2X0rl7YDKGS1.jpg,"11월 18, 2021",다큐멘터리 더 라인은 2018년 미해군 네이비실 소대가 에디 갤러거 소장을 전쟁범죄로 고발한 사건을 통해 구체화된 전쟁의 도덕적 모호성을 고찰한다.
107,109,도와주는 헬프스터즈,/t/p/w94_and_h141_bestv2/9YdnmAz7d27xg0Tx0oSiLQOGlF7.jpg,"4월 23, 2020",정보 없음
108,111,퍼피 플레이스,/t/p/w94_and_h141_bestv2/jQLOEMiJcC5MtCDOBUfh1nXARiw.jpg,"10월 14, 2021","강아지를 향한 사랑으로 가득한 피터슨 가족의 찰스와 리지 남매. 강아지들을 보살피고 평생의 보금자리를 찾아 주는 일에 발 벗고 나선다. 쉬운 일은 하나도 없지만, 새로운 강아지가 찾아올 때마다 뭉클한 모험도 펼쳐진다"
109,112,배짱 두둑한 사람들,/t/p/w94_and_h141_bestv2/vEVo3Q5VaErnPNoYJO1yWTNQ4Vz.jpg,"9월  8, 2022","힐러리 클린턴, 첼시 클린턴과 함께 떠나는 잊을 수 없는 여정. 유명 인사에서 이름 없는 영웅에 이르기까지, 우리를 웃게 하고 용기를 북돋워 주는 세상에서 가장 대담하고 용감한 여성들을 만나러 길을 나선다."
110,114,오프라 코로나19를 말하다,/t/p/w94_and_h141_bestv2/y1BB7YxUOAapRYqPzo70gK22TLU.jpg,"3월 21, 2020",오프라 코로나19를 말하다
