,id,title,genre_ids,vote_average,vote_count,poster_path
2200,16859,Kiki's Delivery Service,"['Animation', 'Family', 'Fantasy', 'Adventure']",7.8,3101,/t/p/w94_and_h141_bestv2/ssYpg8sGD83l7cMQqGalhfoYQDm.jpg
2201,787752,Fresh,"['Horror', 'Thriller']",7.0,749,/t/p/w94_and_h141_bestv2/7uHEcB9gCJ87JZ5iLfxO9AbIsFR.jpg
2202,522406,Flashback,['Thriller'],6.4,207,/t/p/w94_and_h141_bestv2/oMbzioE5JfriNbjd4oQBHL7wNDF.jpg
2203,699254,Naruto Shippuden: OVA Hashirama Senju vs Madara Uchiha,['Animation'],7.2,16,/t/p/w94_and_h141_bestv2/3AwkYyiwl02CMELo2oj88x2bEtu.jpg
2204,492815,Behind the Fright: The Making of American Horror Story,['Documentary'],9.1,13,/t/p/w94_and_h141_bestv2/v3lrotdPRNdYWkaNMC6b2j203KS.jpg
2205,732450,Batman: Soul of the Dragon,"['Animation', 'Action', 'Adventure', 'Crime', 'Fantasy']",7.0,248,/t/p/w94_and_h141_bestv2/uDhnTtSxU5a8DtZdbbin3aZmkmU.jpg
2206,157547,Oculus,['Horror'],6.4,2499,/t/p/w94_and_h141_bestv2/xAaPOqTMm8iJh5yY8QXupWmY7Z4.jpg
2207,431580,Abominable,"['Family', 'Animation', 'Adventure', 'Comedy']",7.5,1673,/t/p/w94_and_h141_bestv2/nwW056VfnoiGBbZyrZvP9laDUsy.jpg
2208,206487,Predestination,"['Science Fiction', 'Thriller']",7.4,5388,/t/p/w94_and_h141_bestv2/zQ5XYIJY8mMQwcixUMVbCTKRrBY.jpg
2209,192577,Space Pirate Captain Harlock,"['Animation', 'Science Fiction']",6.6,892,/t/p/w94_and_h141_bestv2/v73jOIx0bx3PgI4sow3OQnJKNRo.jpg
2210,62214,Frankenweenie,"['Animation', 'Comedy', 'Family']",6.9,2739,/t/p/w94_and_h141_bestv2/itimvfyvyNKuHGU8GOgVe1zTIVZ.jpg
2211,282070,Parasyte: Part 2,"['Science Fiction', 'Horror']",7.0,128,/t/p/w94_and_h141_bestv2/1zKvQW5Xcr9pB2iMn47YnLpfKBo.jpg
2212,13387,Transporter 3,"['Action', 'Adventure', 'Thriller', 'Crime']",6.1,2808,/t/p/w94_and_h141_bestv2/be3aIgjt8493TXfuXM6PsxPm5Vm.jpg
2213,839100,Bright: Samurai Soul,"['Animation', 'Action', 'Fantasy']",5.8,39,/t/p/w94_and_h141_bestv2/kvc7sFJm7VxiRAgI3eo5TyphdIb.jpg
2214,255718,Barbie: The Pearl Princess,"['Family', 'Animation']",6.9,251,/t/p/w94_and_h141_bestv2/zA4csIbIKzPOd6DwN5rKxHkVCu6.jpg
2215,216282,Into the Storm,"['Action', 'Thriller']",6.0,1765,/t/p/w94_and_h141_bestv2/d7arE8i7uBiueoOqnqC53cFiR01.jpg
2216,921655,Rescued by Ruby,"['Family', 'Drama']",7.4,192,/t/p/w94_and_h141_bestv2/tPlJEodEn0SSV4avo8KSawtlTlN.jpg
2217,1571,Live Free or Die Hard,"['Action', 'Thriller']",6.6,4926,/t/p/w94_and_h141_bestv2/gddIAWLWYg2g4hkH62fIosW74qK.jpg
2218,242512,Ouija,['Horror'],5.2,2360,/t/p/w94_and_h141_bestv2/uX3Ls9wLUVVerqliqBwnGq7NutL.jpg
2219,16995,State of Play,"['Thriller', 'Drama', 'Mystery']",6.8,1581,/t/p/w94_and_h141_bestv2/fgjzTyJQbNmsx5d9YUvr0DbZjxS.jpg
2220,516632,The Empty Man,"['Horror', 'Mystery', 'Thriller']",6.1,462,/t/p/w94_and_h141_bestv2/kfP5mBkAicN23vihkKHWlxUoLnO.jpg
2221,91342,Barbie in A Mermaid Tale 2,"['Animation', 'Family']",7.0,356,/t/p/w94_and_h141_bestv2/iVCfTtVDAECpbMSokSNilIR6wPr.jpg
2222,11361,Halloween 5: The Revenge of Michael Myers,"['Horror', 'Thriller']",5.4,899,/t/p/w94_and_h141_bestv2/rYvP6yMXCIVHnkVtwGaAXFmpzkB.jpg
2223,82703,Mr. Peabody & Sherman,"['Animation', 'Adventure', 'Family']",6.7,2040,/t/p/w94_and_h141_bestv2/g18JRsDiBKgumvSEbVqKfs8q1Qy.jpg
2224,38321,Priest,"['Horror', 'Action', 'Thriller']",5.8,1901,/t/p/w94_and_h141_bestv2/iyXl7zW8U1AVBxF9whch2ylIwIr.jpg
2225,572468,Impetigore,"['Horror', 'Thriller', 'Mystery']",6.7,113,/t/p/w94_and_h141_bestv2/dku2KnAPALsi69MnvTV7cXrylWm.jpg
2226,9567,Tears of the Sun,"['War', 'Action', 'Drama']",6.8,1810,/t/p/w94_and_h141_bestv2/siNxwr2pxkld6DNygGYeRD2Pks9.jpg
2227,872284,Doblemente Embarazada,['Comedy'],6.0,3,/t/p/w94_and_h141_bestv2/mNkAOFyb4TV2gTSc92jx2O9evtj.jpg
2228,9714,Home Alone 3,"['Comedy', 'Family']",5.3,2496,/t/p/w94_and_h141_bestv2/6MJimng1MriEwrou9Vl4WKdO7Pe.jpg
2229,239523,Hunter × Hunter: The Last Mission,"['Adventure', 'Animation', 'Action', 'Fantasy']",7.0,130,/t/p/w94_and_h141_bestv2/mOqvNd0AOAdPcvNS1KcLccL6jq6.jpg
2230,666750,Dragonheart: Vengeance,"['Fantasy', 'Action', 'Adventure']",7.0,262,/t/p/w94_and_h141_bestv2/qs6gz6atyQcAvqC6qZaslOjliUG.jpg
2231,429,"The Good, the Bad and the Ugly",['Western'],8.5,6786,/t/p/w94_and_h141_bestv2/s8PZ3sZ8E0vnPub3I9w1hFbbBWj.jpg
2232,242828,When Marnie Was There,"['Animation', 'Drama']",8.0,1440,/t/p/w94_and_h141_bestv2/cZpYm1eqcSYXSsB4qBjT5I3NtDM.jpg
2233,453405,Gemini Man,"['Science Fiction', 'Action', 'Thriller']",6.3,4357,/t/p/w94_and_h141_bestv2/8QF4VoXyrRGDvo172nhcFKZvwKr.jpg
2234,242546,Bayonetta: Bloody Fate,"['Animation', 'Action', 'Fantasy']",6.5,71,/t/p/w94_and_h141_bestv2/bBJphzW8g6aQ8SDJ7Iy7IKDHRpe.jpg
2235,54559,Minions: Orientation Day,"['Animation', 'Family', 'Comedy']",6.9,155,/t/p/w94_and_h141_bestv2/bSTNLXAqkLmImXNcELrdCaew8dj.jpg
2236,860306,Taya,['Thriller'],5.3,6,/t/p/w94_and_h141_bestv2/mQPKp2zIgzQIMqWqTYxABoAgXN0.jpg
2237,185665,Secretary Rope Discipline,['Drama'],1.5,2,/t/p/w94_and_h141_bestv2/ijhHCcqs4jg6EbXkPHZdJVEo3iv.jpg
2238,218043,Left Behind,"['Thriller', 'Action', 'Science Fiction']",4.2,1107,/t/p/w94_and_h141_bestv2/90FdDXqIXGjMIxPRXr3fzPrP1ht.jpg
2239,12594,Wishmaster 2: Evil Never Dies,"['Fantasy', 'Horror']",5.5,192,/t/p/w94_and_h141_bestv2/g3FXNYaCDFoQILCbYqFdv6V01ep.jpg
2240,34297,Inuyasha the Movie 4: Fire on the Mystic Island,"['Fantasy', 'Animation', 'Adventure']",7.7,91,/t/p/w94_and_h141_bestv2/hIV2OnNZx2NDphd5V7S3psSD4IH.jpg
2241,67308,3-D Sex and Zen: Extreme Ecstasy,"['Drama', 'Adventure', 'Romance']",4.6,67,/t/p/w94_and_h141_bestv2/44qdUtA6f3y7daHwo4z3RPRYoKk.jpg
2242,49524,R.I.P.D.,"['Fantasy', 'Action', 'Comedy', 'Crime']",5.8,3293,/t/p/w94_and_h141_bestv2/g4yJTzMtOBUTAR2Qnmj8TYIcFVq.jpg
2243,1124,The Prestige,"['Drama', 'Mystery', 'Science Fiction']",8.2,13282,/t/p/w94_and_h141_bestv2/rwEc7SgXu7b5Yo8Co4CvSinF91v.jpg
2244,532321,Re:ZERO -Starting Life in Another World- Memory Snow,"['Animation', 'Adventure', 'Fantasy']",7.2,150,/t/p/w94_and_h141_bestv2/y7XwmyE5ue9hjk65fEWpO2hGU2B.jpg
2245,274870,Passengers,"['Drama', 'Romance', 'Science Fiction']",6.9,11586,/t/p/w94_and_h141_bestv2/s1eEmpDgxCPd1wbhRszCCqlvGhm.jpg
2246,62206,30 Minutes or Less,"['Action', 'Adventure', 'Comedy']",5.7,1406,/t/p/w94_and_h141_bestv2/iwPiophp3orJcIpAf5TJG6yzUJL.jpg
2247,554230,The Lost Daughter,['Drama'],6.6,622,/t/p/w94_and_h141_bestv2/zm3l0B3Fubgwpw7jRUnusjUxW2k.jpg
2248,1246,Rocky Balboa,"['Drama', 'Action']",6.8,2805,/t/p/w94_and_h141_bestv2/jBdnYLtYd8NVCW9YMFS56BI1WCz.jpg
2249,24,Kill Bill: Vol. 1,"['Action', 'Crime']",8.0,14882,/t/p/w94_and_h141_bestv2/lH82lk837fACeVZUmqHH0UiEeWL.jpg
2250,922017,Chief Daddy 2: Going for Broke,['Comedy'],6.0,85,/t/p/w94_and_h141_bestv2/mCOhpT4thaUTPbBvFKYibgpNnCy.jpg
2251,9741,Unbreakable,"['Thriller', 'Drama', 'Mystery']",7.1,7928,/t/p/w94_and_h141_bestv2/kemmIkIzzzvAAFFWlpzg3XVETeO.jpg
2252,73,American History X,['Drama'],8.4,9748,/t/p/w94_and_h141_bestv2/nm4XkYBt79ZjUQj6Rqxxzl1Wt3c.jpg
2253,347126,God's Not Dead 2,['Drama'],6.1,329,/t/p/w94_and_h141_bestv2/1q5xO1MnpcDnCXpegg4n11wmmpe.jpg
2254,11284,Freddy's Dead: The Final Nightmare,"['Horror', 'Thriller']",5.3,1013,/t/p/w94_and_h141_bestv2/doyiGwpxbBs4G2og9G8gV7ZKoih.jpg
2255,424998,The Case for Christ,['Drama'],6.9,215,/t/p/w94_and_h141_bestv2/qTtk8QyeLrKgxtFM6gNGFbAgYFb.jpg
2256,826914,Muppets Haunted Mansion,"['Comedy', 'Family', 'TV Movie']",6.6,135,/t/p/w94_and_h141_bestv2/ow3XPH0gSwKi2aoVbWdlgJbUkfj.jpg
2257,72213,Courageous,['Drama'],7.5,283,/t/p/w94_and_h141_bestv2/CkwRzUmxvMZvkzzGE45nqLGTm8.jpg
2258,72570,The Vow,"['Drama', 'Romance']",7.2,3541,/t/p/w94_and_h141_bestv2/rjHc33xVVEgpbPg6vDjGcZfQSNv.jpg
2259,862965,Emily the Criminal,"['Crime', 'Thriller']",6.5,2,/t/p/w94_and_h141_bestv2/iZvzMpREGiqDQ5eYbx8z70qPgst.jpg
2260,604360,The 8th Night,"['Mystery', 'Thriller', 'Horror']",6.1,84,/t/p/w94_and_h141_bestv2/a11TdGOWqASvbeMs7q0a1YLa5K.jpg
2261,9603,Clueless,"['Comedy', 'Romance']",7.3,3569,/t/p/w94_and_h141_bestv2/8AwVTcgpTnmeOs4TdTWqcFDXEsA.jpg
2262,16418,Barbie Presents: Thumbelina,"['Animation', 'Family']",6.6,384,/t/p/w94_and_h141_bestv2/ytKd2jWnzWLCiccutqqMNzcP5RE.jpg
2263,1893,Star Wars: Episode I - The Phantom Menace,"['Adventure', 'Action', 'Science Fiction']",6.5,12428,/t/p/w94_and_h141_bestv2/pt7oxFkvQFzXD0ByCe1uJumL6vD.jpg
2264,603768,Super Me,"['Adventure', 'Drama', 'Fantasy']",7.7,81,/t/p/w94_and_h141_bestv2/tmUsu113NZrHPn68M5s46LlEuDD.jpg
2265,82881,Tangled Ever After,"['Animation', 'Comedy', 'Action', 'Family']",7.1,896,/t/p/w94_and_h141_bestv2/5IeMW79OxftIUoR5duxyQ4LW5Iy.jpg
2266,58233,Johnny English Reborn,"['Crime', 'Adventure', 'Action', 'Comedy', 'Thriller']",6.2,2753,/t/p/w94_and_h141_bestv2/ehUM6f2ZOEeucrkSN5O9ijC2wBO.jpg
2267,450001,Master Z: Ip Man Legacy,"['Action', 'Crime', 'Drama']",6.2,401,/t/p/w94_and_h141_bestv2/oVrm99JDN7j5Zu2yKqTINIMXasC.jpg
2268,30636,Luna,['Drama'],6.5,68,/t/p/w94_and_h141_bestv2/eqZLqbTYjvwtNPoP4J2uw6SNfPZ.jpg
2269,7446,Tropic Thunder,"['Action', 'Comedy', 'Adventure', 'War']",6.6,5043,/t/p/w94_and_h141_bestv2/y93vn3MZfsHKE3DJYTzdoZb81OL.jpg
2270,54553,Minions: Home Makeover,"['Animation', 'Family', 'Comedy']",6.7,137,/t/p/w94_and_h141_bestv2/ch1QTMEOBrBhSSILw6CPFXCdxgB.jpg
2271,417644,CHiPS,"['Action', 'Comedy', 'Crime']",6.1,1078,/t/p/w94_and_h141_bestv2/mIHA8Xf6WmxbS83ia4vQ5ojvxV8.jpg
2272,243688,Poltergeist,['Horror'],5.2,2018,/t/p/w94_and_h141_bestv2/A1ymtbzatZp94Z49ZOBb8JGXOBB.jpg
2273,419478,Midnight Sun,"['Romance', 'Drama']",7.8,3024,/t/p/w94_and_h141_bestv2/ySMudfcxhOncsjBfwpjFhg6dx6h.jpg
2274,9928,Robots,"['Animation', 'Comedy', 'Family', 'Science Fiction']",6.4,3866,/t/p/w94_and_h141_bestv2/nsPN9Rc6zzwNlufBPgpidiLs1sy.jpg
2275,645488,Aquaman: Heroines of Atlantis,['Documentary'],7.2,24,/t/p/w94_and_h141_bestv2/pa7m8nqDrEi7hAGB5vTnCkGLPC2.jpg
2276,760767,Manifiesto México,[''],2.0,1,/t/p/w94_and_h141_bestv2/riGUzbek2DSDFGpWvq8G3RF9RfZ.jpg
2277,592695,Pleasure,['Drama'],6.3,228,/t/p/w94_and_h141_bestv2/t3SEI2YI81oO3nEgjJ9jMAIKApY.jpg
2278,730629,John Wick: Chapter 5,"['Action', 'Crime']",0.0,0,/t/p/w94_and_h141_bestv2/A1Z4TjH3xqu4rHwAgLM3LX89luC.jpg
2279,43949,Flipped,"['Romance', 'Drama']",7.9,2275,/t/p/w94_and_h141_bestv2/cTrDvMeKGagEk07x9lwewGNofgh.jpg
2280,442062,Goosebumps 2: Haunted Halloween,"['Adventure', 'Comedy', 'Fantasy', 'Family', 'Horror']",6.1,1218,/t/p/w94_and_h141_bestv2/lcoSW44hmMZRGngMUbbNQXCVgdB.jpg
2281,268,Batman,"['Fantasy', 'Action']",7.2,6430,/t/p/w94_and_h141_bestv2/eJWKgqICVxgDOOWRNBQ7b6Hh5Xb.jpg
2282,12599,Pokémon: The Movie 2000,"['Adventure', 'Fantasy', 'Animation', 'Science Fiction', 'Family']",6.6,689,/t/p/w94_and_h141_bestv2/a4sHmafOKKOTo2TZYtvy9CufVTz.jpg
2283,14620,The Butterfly Effect 2,"['Drama', 'Science Fiction', 'Thriller']",4.9,750,/t/p/w94_and_h141_bestv2/bkwzNIIWG1YCnSiJ6HzLlouKkuW.jpg
2284,433,Mary Poppins,"['Comedy', 'Family', 'Fantasy']",7.6,4022,/t/p/w94_and_h141_bestv2/6f6EvVu4WIkjS6VDJABZSCjLJHK.jpg
2285,521720,Avengers Grimm: Time Wars,"['Action', 'Adventure', 'Fantasy']",4.9,47,/t/p/w94_and_h141_bestv2/4ARjDBmYpOocL8kVTyWWSSzx5Df.jpg
2286,834,Underworld: Evolution,"['Fantasy', 'Action', 'Thriller']",6.6,3441,/t/p/w94_and_h141_bestv2/sR4eXYYdggFMSGe76ZWqUfC70m6.jpg
2287,71668,Piranha 3DD,"['Horror', 'Thriller', 'Comedy']",4.4,838,/t/p/w94_and_h141_bestv2/zrfSsY2DlIf99d54GNloHx6fnl6.jpg
2288,9431,Bordello of Blood,"['Horror', 'Comedy']",5.8,288,/t/p/w94_and_h141_bestv2/hOpYJoAuEmYBbRWpdWP8iRxl30b.jpg
2289,539,Psycho,"['Horror', 'Drama', 'Thriller']",8.4,8332,/t/p/w94_and_h141_bestv2/vC3P8hH4r3I3fHiRFa1kj6yzeaN.jpg
2290,718838,Mothering Sunday,"['Drama', 'Romance']",5.2,26,/t/p/w94_and_h141_bestv2/unZ7vPgxMTxWrpPGIkAVSqgdryv.jpg
2291,301351,We Are Your Friends,"['Drama', 'Music', 'Romance', 'Comedy']",6.7,2053,/t/p/w94_and_h141_bestv2/9LTPCnYGiiXCgZG3CnKe55EkGiR.jpg
2292,193610,The Other Woman,"['Comedy', 'Romance']",6.4,3164,/t/p/w94_and_h141_bestv2/qmX580DVZr7MMokdMYQoz2tv6IY.jpg
2293,537116,"tick, tick... BOOM!",['Drama'],7.8,1473,/t/p/w94_and_h141_bestv2/1Q8Dg67r1udbtWOV2pd3ic7zvH4.jpg
2294,990873,Stay on Board: The Leo Baker Story,['Documentary'],0.0,0,/t/p/w94_and_h141_bestv2/ruG51Utn1n3Iy5BoQm9iz1wAs0e.jpg
2295,667141,12 Hour Shift,"['Thriller', 'Horror', 'Comedy', 'Crime']",5.4,168,/t/p/w94_and_h141_bestv2/c3SbZPZPOfGMHq7DB7FnTIMQKuY.jpg
2296,214758,"Easy Sex, Sad Movies",['Comedy'],5.4,51,/t/p/w94_and_h141_bestv2/nYfaC5cI6jpo3NHh15Z2cUrQKsf.jpg
2297,330459,Rogue One: A Star Wars Story,"['Action', 'Adventure', 'Science Fiction']",7.5,13343,/t/p/w94_and_h141_bestv2/44oic6PRJVeGUWNrpzlmuVVKWyv.jpg
2298,1585,It's a Wonderful Life,"['Drama', 'Family', 'Fantasy']",8.3,3383,/t/p/w94_and_h141_bestv2/vmvfQoLet0VRPIWsJJ0Ns7rhbWT.jpg
2299,335796,Ouija: Origin of Evil,"['Horror', 'Mystery', 'Drama']",6.1,2096,/t/p/w94_and_h141_bestv2/qADOiMZ495Tb5EeGuTd7fcaHwln.jpg
2300,431693,Spies in Disguise,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family']",7.7,2326,/t/p/w94_and_h141_bestv2/wFGQIAb6zjbKSbOer2a9TksWYyY.jpg
2301,707886,Feel the Beat,"['Comedy', 'Music', 'Drama']",7.7,961,/t/p/w94_and_h141_bestv2/Af2jt7m9GLFpR4V11xOsFmT8OKD.jpg
2302,515454,Come True,"['Science Fiction', 'Horror']",6.1,163,/t/p/w94_and_h141_bestv2/2ztDAkJlxRAaO1OZjQ4AJLJ96ne.jpg
2303,627290,Antebellum,['Horror'],6.3,722,/t/p/w94_and_h141_bestv2/wV7P15lnk3dF1zK0jNy30RvrboV.jpg
2304,467839,Predator World,"['Science Fiction', 'Comedy', 'Horror']",4.9,15,/t/p/w94_and_h141_bestv2/1NwDLAxila9JLr29niW5a5UhMRs.jpg
2305,51482,Death Note Relight 1: Visions of a God,"['TV Movie', 'Crime', 'Drama', 'Fantasy', 'Thriller', 'Animation']",7.9,187,/t/p/w94_and_h141_bestv2/bB22CJM8arCCRvjFedmH5qtsbHb.jpg
2306,956,Mission: Impossible III,"['Adventure', 'Action', 'Thriller']",6.7,5508,/t/p/w94_and_h141_bestv2/oFCEne3jjBc3Gx7xhAZic3Vdpn6.jpg
2307,576393,Fall in Love at First Kiss,"['Romance', 'Comedy']",6.6,77,/t/p/w94_and_h141_bestv2/oNMoXajnvE1qP47MnzxWnydVEYD.jpg
2308,23172,The Spy Next Door,"['Action', 'Comedy', 'Family']",5.8,1081,/t/p/w94_and_h141_bestv2/wWTjqrmU6FNjLVmiAOp068apbkq.jpg
2309,9730,Friday the 13th: The Final Chapter,['Horror'],6.1,990,/t/p/w94_and_h141_bestv2/5KRBkaF6PdorcFjWiDY4tJy67Jf.jpg
2310,203474,Sinner: The Secret Diary of a Nymphomaniac,['Drama'],4.2,12,/t/p/w94_and_h141_bestv2/2hSxkdZtDPlkn1Gy5cBYtqjzlnM.jpg
2311,20760,Lilo & Stitch 2: Stitch Has a Glitch,"['Animation', 'Family', 'Comedy', 'Science Fiction']",6.6,1170,/t/p/w94_and_h141_bestv2/uI2B71bIwmop8l7zYTaox1Rw5vx.jpg
2312,783558,Fly Me Away,"['Comedy', 'Drama']",6.8,48,/t/p/w94_and_h141_bestv2/Aviebr72gvK9I73m68Go3K4hq1r.jpg
2313,778814,Daisy Quokka: World’s Scariest Animal,"['Animation', 'Comedy', 'Family']",6.7,61,/t/p/w94_and_h141_bestv2/jjV1DY1SlGI1eUJAXSdre8bpw7t.jpg
2314,9509,Man on Fire,"['Action', 'Drama', 'Thriller']",7.4,4198,/t/p/w94_and_h141_bestv2/fGVxyJRrDCPMH22DnbPYePwlvSU.jpg
2315,296524,Deepwater Horizon,"['Drama', 'Action']",6.8,3840,/t/p/w94_and_h141_bestv2/bnEgrngNKsHh7B7eAMEBQf0cjYe.jpg
2316,401043,Kuroko no Basket Movie 1: Winter Cup Soushuuhen - Kage to Hikari,['Animation'],7.2,9,/t/p/w94_and_h141_bestv2/81efTFK62MBbtWAuqz7gwyfPLFT.jpg
2317,554753,Yuppies versus Stooges,['Comedy'],6.9,101,/t/p/w94_and_h141_bestv2/8CaR0A277kdxSGcDxQ8v46Lv2Kv.jpg
2318,934756,Love in the Villa,"['Romance', 'Comedy']",0.0,0,/t/p/w94_and_h141_bestv2/t92CXfEP5aWBATeOomcF0wF9NsM.jpg
2319,228967,The Interview,"['Action', 'Comedy']",6.2,4965,/t/p/w94_and_h141_bestv2/tIDC4xT65l7a8qbgg8GvwD5g8c5.jpg
2320,27022,The Sorcerer's Apprentice,"['Fantasy', 'Adventure', 'Action']",6.1,4321,/t/p/w94_and_h141_bestv2/h59GHE8xgQQRSl3V0Xu2rzxzpjq.jpg
2321,180948,Vehicle 19,"['Thriller', 'Action']",5.3,435,/t/p/w94_and_h141_bestv2/6OMx6FBGs51fbaPU6c4IS5IhwcM.jpg
2322,249660,God's Not Dead,['Drama'],6.0,750,/t/p/w94_and_h141_bestv2/nl47DTfr2GXVqgFHgElUmMOyN3U.jpg
2323,298250,Jigsaw,"['Horror', 'Crime', 'Mystery', 'Thriller']",6.2,3007,/t/p/w94_and_h141_bestv2/2mUqHJG7ZiGwZYIylczFCsRPbXM.jpg
2324,826218,Por los pelos,['Comedy'],0.0,0,/t/p/w94_and_h141_bestv2/l1gpVietOZl6UPfNY3zxaLkEPci.jpg
2325,390734,Kingsglaive: Final Fantasy XV,"['Animation', 'Science Fiction', 'Action']",6.8,570,/t/p/w94_and_h141_bestv2/n98BecWfhoUMJLr8uKA1GmfvaN4.jpg
2326,546726,Sub Rosa,"['Drama', 'Romance']",6.1,11,/t/p/w94_and_h141_bestv2/jLC9O85NG7O0BmBkkBZNPlQnpnI.jpg
2327,133121,Resident Evil: Damnation,"['Animation', 'Horror', 'Action']",6.8,659,/t/p/w94_and_h141_bestv2/9T3u6laO3TRgJk4SFntt4UK1oXW.jpg
2328,483455,Bungo Stray Dogs: Dead Apple,"['Animation', 'Action', 'Comedy', 'Mystery', 'Crime', 'Fantasy']",8.1,97,/t/p/w94_and_h141_bestv2/A0N6fDDti1xassB5WZwIBWbN1gJ.jpg
2329,308266,War Dogs,"['Comedy', 'Crime', 'Drama']",6.9,3999,/t/p/w94_and_h141_bestv2/cP7etzU2ZobDSjuFqTjWHpidvDp.jpg
2330,475430,Artemis Fowl,"['Adventure', 'Fantasy', 'Science Fiction', 'Family', 'Action']",5.7,1395,/t/p/w94_and_h141_bestv2/tI8ocADh22GtQFV28vGHaBZVb0U.jpg
2331,399905,Female War: A Nasty Deal,"['Drama', 'Romance']",3.5,9,/t/p/w94_and_h141_bestv2/krVAqta9NXvLHpQsW2YUtcD5bfP.jpg
2332,649928,Robin Robin,"['Animation', 'Adventure', 'Family']",7.1,123,/t/p/w94_and_h141_bestv2/bKIdlJbd17rrIm4oZzhXTbmqpon.jpg
2333,10515,Castle in the Sky,"['Adventure', 'Fantasy', 'Animation', 'Action', 'Family', 'Romance']",8.0,3264,/t/p/w94_and_h141_bestv2/6sOF31DzWgd9dTI1SEE76V2lCyx.jpg
2334,682507,Where the Crawdads Sing,"['Drama', 'Mystery']",6.6,40,/t/p/w94_and_h141_bestv2/8wIKnUgj6Sa7j84FJMhDZjeFdNy.jpg
2335,22683,Gifted Hands: The Ben Carson Story,['Drama'],7.8,448,/t/p/w94_and_h141_bestv2/4NxxtiqezjUmUxoDTOjO5FeJvFt.jpg
2336,402529,All Eyez on Me,"['Music', 'Drama']",6.7,1037,0
2337,470878,I Can Only Imagine,"['Music', 'Drama']",7.5,377,/t/p/w94_and_h141_bestv2/vN012rr5HdAQH3Ys2axwzEoPAOW.jpg
2338,393,Kill Bill: Vol. 2,"['Action', 'Crime', 'Thriller']",7.9,11926,/t/p/w94_and_h141_bestv2/cSTDycUJuSSUd2QgmpmjUDrW69g.jpg
2339,621876,Flora & Ulysses,"['Family', 'Adventure', 'Comedy', 'Fantasy']",6.5,189,/t/p/w94_and_h141_bestv2/syobJCxZcIJl0OpjNroZSQKa1kW.jpg
2340,792678,Cube,"['Thriller', 'Mystery', 'Science Fiction', 'Horror']",4.7,31,/t/p/w94_and_h141_bestv2/yujDqfqJl4JExMjQpFNGZHayJD2.jpg
2341,13788,The Unborn,"['Horror', 'Thriller', 'Mystery']",5.2,1162,/t/p/w94_and_h141_bestv2/6SUuLwyk9wFKZDYsgdSahYs7HEf.jpg
2342,10402,Deuce Bigalow: Male Gigolo,['Comedy'],5.9,1107,/t/p/w94_and_h141_bestv2/pQ8zyEssiD7WCkWZioMR0TW5hjV.jpg
2343,785521,Battle: Freestyle,"['Romance', 'Drama']",5.3,36,/t/p/w94_and_h141_bestv2/6D6QumiHEhnpZG12Ibjy2BxA6n4.jpg
2344,745,The Sixth Sense,"['Mystery', 'Thriller', 'Drama']",7.9,9743,/t/p/w94_and_h141_bestv2/74iA0M8TI2N0E1kQpcB6ZWocPO5.jpg
2345,8814,Doom,"['Action', 'Horror', 'Science Fiction']",5.1,1815,/t/p/w94_and_h141_bestv2/dJo9dGTmKlP04vZSYgl3gcnbYNb.jpg
2346,9513,Garfield: A Tail of Two Kitties,"['Comedy', 'Family', 'Adventure', 'Animation']",5.5,1783,/t/p/w94_and_h141_bestv2/aeiMGCBeMEJytIMUl4dx6H9QtXp.jpg
2347,763240,Sugar Daddy,['Drama'],7.4,36,/t/p/w94_and_h141_bestv2/iIYAa6dIGCtQbbaCrcy8KBoe1JS.jpg
2348,2756,The Abyss,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",7.3,2282,/t/p/w94_and_h141_bestv2/wqDASMin2I3R27KsuJcPxItbulJ.jpg
2349,790525,Forever Out of My League,"['Romance', 'Comedy']",5.8,67,/t/p/w94_and_h141_bestv2/1zhsT17wTXAw5IxK9rSLtftu7Aw.jpg
2350,346648,Paddington 2,"['Adventure', 'Comedy', 'Family']",7.5,1772,/t/p/w94_and_h141_bestv2/1OJ9vkD5xPt3skC6KguyXAgagRZ.jpg
2351,501929,The Mitchells vs. the Machines,"['Animation', 'Adventure', 'Comedy']",8.0,2076,/t/p/w94_and_h141_bestv2/4e7QytwEHQUGnWxOXdwjEQExvZH.jpg
2352,2334,Taxi 3,"['Action', 'Comedy']",5.7,1239,/t/p/w94_and_h141_bestv2/qKqp7DeVNcpDchhBUEfDkca7JUo.jpg
2353,736509,Intersect,"['Horror', 'Science Fiction', 'Thriller']",5.7,48,/t/p/w94_and_h141_bestv2/e6hgmD0P133bW5EH1kfhscwXN2a.jpg
2354,6499,Turbo: A Power Rangers Movie,"['Action', 'Adventure', 'Family', 'Fantasy', 'Science Fiction', 'Thriller']",5.6,221,/t/p/w94_and_h141_bestv2/sHgjdRPYduUCaw3Te2CXaWLpBkm.jpg
2355,709629,War of Likes,['Comedy'],7.8,228,/t/p/w94_and_h141_bestv2/jpdWHOu6EJbYnLXLCA52h82nLEz.jpg
2356,317960,Viking Quest,"['Action', 'Adventure', 'Fantasy', 'TV Movie']",4.4,27,/t/p/w94_and_h141_bestv2/grma5z8uPKan8IR4DdtXm1g2BWz.jpg
